Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Anzor Mekvabishvili,MF,ge Georgia,22,2001,3,2,188,2.1,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,2,8,4,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
Memphis,"FW,MF",nl Netherlands,29,1994,6,6,457,5.1,1,1,2,1,0,0,0,0,2,2,1.2,3.1,6,13,30,0.2,0.2,0.39,0.2,0.39,0.39,0.23,0.62,0.39,0.62,Matches
Nuno Mendes,DF,pt Portugal,21,2002,4,4,419,4.7,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,11,31,25,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches
Mikel Merino,"MF,FW",es Spain,27,1996,7,1,182,2,1,0,1,1,0,0,0,0,0.6,0.6,0.4,1,2,17,13,0.49,0,0.49,0.49,0.49,0.35,0.26,0.61,0.35,0.61,Matches
Valentin Mihaila,MF,ro Romania,23,2000,3,1,115,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,5,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
Srđan Mijailović,DF,rs Serbia,30,1993,1,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Matches
Georges Mikautadze,FW,ge Georgia,23,2000,4,4,345,3.8,3,1,4,1,2,2,0,0,2.3,0.7,0.5,1.2,4,7,16,0.78,0.26,1.04,0.26,0.52,0.59,0.13,0.71,0.18,0.3,Matches
Nikola Milenković,DF,rs Serbia,26,1997,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Sergej Milinković-Savić,MF,rs Serbia,28,1995,3,1,121,1.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,7,7,0,0,0,0,0,0.18,0.05,0.23,0.18,0.23,Matches
Mario Mitaj,DF,al Albania,20,2003,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
Aleksandar Mitrović,FW,rs Serbia,29,1994,3,3,240,2.7,0,0,0,0,0,0,1,0,1.2,1.2,0,1.2,0,2,10,0,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
Maximilian Mittelstädt,DF,de Germany,26,1997,4,3,304,3.4,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,8,10,39,0,0.3,0.3,0,0.3,0.04,0.14,0.18,0.04,0.18,Matches
Filip Mladenović,DF,rs Serbia,32,1991,3,1,111,1.2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Jan Mlakar,MF,si Slovenia,25,1998,4,4,295,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,6,5,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04,Matches
Jakub Moder,MF,pl Poland,24,1999,3,1,180,2,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,2,8,4,0,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
Luka Modrić,MF,hr Croatia,38,1985,3,3,233,2.6,1,0,1,1,0,1,1,0,1,0.1,0.6,0.7,11,21,8,0.39,0,0.39,0.39,0.39,0.37,0.25,0.62,0.03,0.28,Matches
Vasile Mogos,DF,ro Romania,31,1992,1,1,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
Álvaro Morata,FW,es Spain,31,1992,7,6,449,5,1,1,2,1,0,0,2,0,1.5,1.5,0.5,2,4,6,27,0.2,0.2,0.4,0.2,0.4,0.3,0.1,0.39,0.3,0.39,Matches
Lewis Morgan,DF,sct Scotland,27,1996,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.79,0,1.79,1.79,1.79,Matches
Ernest Muçi,FW,al Albania,22,2001,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
Mykhailo Mudryk,"FW,MF",ua Ukraine,23,2001,2,2,174,1.9,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.9,11,7,16,0,0,0,0,0,0.23,0.22,0.44,0.23,0.44,Matches
Mert Müldür,"DF,MF",tr Türkiye,24,1999,4,4,345,3.8,1,0,1,1,0,0,1,0,0.6,0.6,0,0.6,11,12,13,0.26,0,0.26,0.26,0.26,0.14,0.01,0.15,0.14,0.15,Matches
Thomas Müller,"MF,FW",de Germany,34,1989,2,0,58,0.6,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,2,3,8,0,1.55,1.55,0,1.55,1.19,0.99,2.17,1.19,2.17,Matches
Jamal Musiala,FW,de Germany,20,2003,5,5,419,4.7,3,0,3,3,0,0,0,0,1,1,0.2,1.3,28,22,34,0.64,0,0.64,0.64,0.64,0.24,0.05,0.29,0.24,0.29,Matches
Phillipp Mwene,DF,at Austria,30,1994,3,3,194,2.2,0,1,1,0,0,0,1,0,0,0,0.1,0.1,6,7,18,0,0.46,0.46,0,0.46,0,0.05,0.05,0,0.05,Matches
Vitaliy Mykolenko,DF,ua Ukraine,24,1999,1,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,1,6,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
Joakim Mæhle,"DF,MF",dk Denmark,26,1997,4,3,283,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,12,10,21,0,0,0,0,0,0.04,0.12,0.16,0.04,0.16,Matches
Nacho,DF,es Spain,34,1990,4,2,263,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Ádám Nagy,MF,hu Hungary,28,1995,3,2,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
Zsolt Nagy,DF,hu Hungary,30,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches
Jesús Navas,DF,es Spain,38,1985,3,2,157,1.7,0,0,0,0,0,0,1,0,0,0,0.2,0.2,6,0,11,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
Dan Ndoye,"MF,DF",ch Switzerland,23,2000,5,5,407,4.5,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.7,20,9,31,0.22,0,0.22,0.22,0.22,0.34,0.03,0.37,0.34,0.37,Matches
Pedro Neto,"DF,FW",pt Portugal,23,2000,3,1,120,1.3,0,0,0,0,0,0,1,0,0,0,0,0,16,5,19,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Manuel Neuer,GK,de Germany,37,1986,5,5,480,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
João Neves,MF,pt Portugal,19,2004,2,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,8,3,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
Rúben Neves,MF,pt Portugal,26,1997,4,0,125,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,3,12,6,0,0,0,0,0,0.05,0.07,0.12,0.05,0.12,Matches
Florin Niță,GK,ro Romania,36,1987,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Matheus Nunes,MF,pt Portugal,25,1998,2,0,18,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,2,1,1,0,0,0,0,0,1.41,0.12,1.54,1.41,1.54,Matches
Christian Nørgaard,MF,dk Denmark,29,1994,3,0,38,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
Adam Obert,DF,sk Slovakia,21,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,Matches
Jan Oblak,GK,si Slovenia,31,1993,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Darius Olaru,MF,ro Romania,25,1998,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Matches
Dani Olmo,"MF,FW",es Spain,25,1998,6,3,432,4.8,3,2,5,3,0,0,1,0,1.7,1.7,1.3,3,21,21,32,0.62,0.42,1.04,0.62,1.04,0.38,0.3,0.68,0.38,0.68,Matches
Amadou Onana,MF,be Belgium,22,2001,4,4,360,4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,17,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
Loïs Openda,FW,be Belgium,23,2000,3,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
Willi Orban,DF,hu Hungary,31,1992,3,3,270,3,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,0,7,2,0,0,0,0,0,0.2,0.05,0.24,0.2,0.24,Matches
Mikel Oyarzabal,FW,es Spain,26,1997,7,1,201,2.2,1,1,2,1,0,0,0,0,1,1,0.6,1.6,4,9,22,0.45,0.45,0.9,0.45,0.9,0.52,0.33,0.85,0.52,0.85,Matches
Salih Özcan,MF,tr Türkiye,26,1998,4,2,155,1.7,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
João Palhinha,MF,pt Portugal,28,1995,4,4,299,3.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,0,23,2,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches
Cole Palmer,"MF,FW",eng England,21,2002,5,0,149,1.7,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.3,6,16,17,0.6,0.6,1.21,0.6,1.21,0.17,0.14,0.31,0.17,0.31,Matches
Mario Pašalić,"FW,MF",hr Croatia,28,1995,3,1,116,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,2,5,7,0,0,0,0,0,0.29,0,0.29,0.29,0.29,Matches
Strahinja Pavlović,DF,rs Serbia,22,2001,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,8,13,4,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
Pedri,MF,es Spain,21,2002,4,4,186,2.1,0,1,1,0,0,0,0,0,1.1,1.1,0.8,1.9,6,10,16,0,0.48,0.48,0,0.48,0.53,0.38,0.92,0.53,0.92,Matches
Peter Pekarík,DF,sk Slovakia,37,1986,4,4,377,4.2,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,7,10,9,0,0,0,0,0,0.16,0.06,0.22,0.16,0.22,Matches
Lorenzo Pellegrini,"FW,MF",it Italy,27,1996,4,3,218,2.4,0,1,1,0,0,0,1,0,0.5,0.5,0.5,1,10,8,14,0,0.41,0.41,0,0.41,0.22,0.19,0.41,0.22,0.41,Matches
Patrick Pentz,GK,at Austria,27,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Pepe,DF,pt Portugal,40,1983,4,4,408,4.5,0,0,0,0,0,0,0,0,0,0,0,0.1,2,17,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,Matches
Danilo Pereira,DF,pt Portugal,32,1991,1,1,90,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,5,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
Ayoze Pérez,FW,es Spain,30,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,2,1,3,0,0,0,0,0,2.01,0,2.01,2.01,2.01,Matches
Ivan Perišić,"DF,FW",hr Croatia,34,1989,3,1,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,8,4,17,0,0,0,0,0,0.07,0.24,0.31,0.07,0.31,Matches
Bruno Petković,FW,hr Croatia,29,1994,2,1,87,1,0,0,0,0,0,1,0,0,1.1,0.3,0.1,0.4,2,4,2,0,0,0,0,0,1.11,0.08,1.2,0.3,0.38,Matches
Krzysztof Piątek,FW,pl Poland,28,1995,1,1,59,0.7,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,0,0,2,1.53,0,1.53,1.53,1.53,0.82,0,0.82,0.82,0.82,Matches
Jordan Pickford,GK,eng England,29,1994,7,7,690,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Jakub Piotrowski,MF,pl Poland,26,1997,2,1,58,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,1,2,0,0,0,0,0,0.25,0.35,0.6,0.25,0.6,Matches
Marin Pongračić,DF,hr Croatia,26,1997,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
Ryan Porteous,DF,sct Scotland,24,1999,1,1,43,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stefan Posch,DF,at Austria,26,1997,4,4,360,4,0,1,1,0,0,0,1,0,0.3,0.3,1.8,2.1,6,18,28,0,0.25,0.25,0,0.25,0.07,0.45,0.53,0.07,0.53,Matches
Yussuf Poulsen,"FW,MF",dk Denmark,29,1994,4,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
Alexander Prass,DF,at Austria,22,2001,4,1,166,1.8,0,1,1,0,0,0,0,0,0,0,0.4,0.4,6,7,6,0,0.54,0.54,0,0.54,0,0.2,0.2,0,0.2,Matches
Lukáš Provod,MF,cz Czechia,27,1996,3,3,232,2.6,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.4,5,3,4,0.39,0,0.39,0.39,0.39,0.04,0.12,0.17,0.04,0.17,Matches
George Pușcaș,FW,ro Romania,27,1996,2,0,40,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
Leopold Querfeld,DF,at Austria,20,2003,1,0,27,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adrien Rabiot,MF,fr France,28,1995,5,5,371,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,10,28,19,0,0,0,0,0,0.07,0.1,0.17,0.07,0.17,Matches
Bogdan Racovitan,DF,ro Romania,23,2000,2,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Predrag Rajković,GK,rs Serbia,28,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Anthony Ralston,DF,sct Scotland,25,1998,3,3,262,2.9,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,4,4,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Ylber Ramadani,MF,al Albania,27,1996,3,3,264,2.9,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
Gonçalo Ramos,FW,pt Portugal,22,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
Giacomo Raspadori,FW,it Italy,23,2000,2,1,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,1,9,5,0,0,0,0,0,0.09,0.4,0.49,0.09,0.49,Matches
Andrei Ratiu,DF,ro Romania,25,1998,4,4,359,4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,3,8,7,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
David Raum,DF,de Germany,25,1998,3,2,166,1.8,0,1,1,0,0,0,1,0,0,0,1.1,1.1,8,8,8,0,0.54,0.54,0,0.54,0.01,0.6,0.62,0.01,0.62,Matches
David Raya,GK,es Spain,28,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tijjani Reijnders,MF,nl Netherlands,25,1998,6,6,496,5.5,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.2,19,32,13,0,0,0,0,0,0.12,0.11,0.23,0.12,0.23,Matches
Mateo Retegui,FW,it Italy,24,1999,4,1,152,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,6,0,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
Declan Rice,MF,eng England,25,1999,7,7,690,7.7,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,5,39,14,0,0.13,0.13,0,0.13,0.05,0.02,0.07,0.05,0.07,Matches
Fabian Rieder,MF,ch Switzerland,21,2002,5,3,218,2.4,0,0,0,0,0,0,0,0,0,0,0.3,0.3,7,10,22,0,0,0,0,0,0.01,0.12,0.14,0.01,0.14,Matches
Andrew Robertson,DF,sct Scotland,29,1994,3,3,268,3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,5,8,7,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
Rodri,MF,es Spain,27,1996,6,6,520,5.8,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7,16,40,10,0.17,0,0.17,0.17,0.17,0.06,0.06,0.12,0.06,0.12,Matches
Ricardo Rodríguez,DF,ch Switzerland,31,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,13,17,13,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
Taras Romanchuk,MF,pl Poland,32,1991,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Cristiano Ronaldo,FW,pt Portugal,38,1985,5,5,485,5.4,0,1,1,0,0,1,1,0,3.6,2.8,1.2,4.1,3,5,33,0,0.19,0.19,0,0.19,0.76,0.26,1.03,0.6,0.86,Matches
Antonio Rüdiger,DF,de Germany,30,1993,5,5,480,5.3,0,0,0,0,0,0,2,0,0.2,0.2,0.6,0.8,3,35,0,0,0,0,0,0,0.04,0.11,0.15,0.04,0.15,Matches
Fabián Ruiz Peña,MF,es Spain,27,1996,6,6,540,6,2,2,4,2,0,0,1,0,1.7,1.7,1,2.6,18,47,16,0.33,0.33,0.67,0.33,0.67,0.28,0.16,0.44,0.28,0.44,Matches
Adrian Rus,MF,ro Romania,27,1996,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Marcel Sabitzer,"FW,MF",at Austria,29,1994,4,4,360,4,1,0,1,1,0,0,0,0,0.9,0.9,0.8,1.6,8,12,37,0.25,0,0.25,0.25,0.25,0.22,0.19,0.41,0.22,0.41,Matches
Bukayo Saka,"FW,DF",eng England,22,2001,7,7,632,7,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.7,31,25,85,0.14,0,0.14,0.14,0.14,0.06,0.06,0.12,0.06,0.12,Matches
Bartosz Salamon,DF,pl Poland,32,1991,1,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
William Saliba,DF,fr France,22,2001,6,6,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,4,15,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
Roland Sallai,MF,hu Hungary,26,1997,3,3,266,3,0,1,1,0,0,0,0,0,0.6,0.6,1,1.6,12,5,23,0,0.34,0.34,0,0.34,0.21,0.34,0.55,0.21,0.55,Matches
Lazar Samardzic,MF,rs Serbia,21,2002,2,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,2,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
Leroy Sané,FW,de Germany,28,1996,5,2,208,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,7,23,0,0,0,0,0,0.18,0.04,0.23,0.18,0.23,Matches
Leo Sauer,FW,sk Slovakia,18,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Matches
Gianluca Scamacca,FW,it Italy,25,1999,4,3,251,2.8,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,1,3,11,0,0,0,0,0,0.22,0.08,0.3,0.22,0.3,Matches
András Schäfer,MF,hu Hungary,24,1999,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,5,14,4,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
Fabian Schär,DF,ch Switzerland,32,1991,5,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,4,12,7,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches
Patrik Schick,FW,cz Czechia,28,1996,2,2,127,1.4,1,0,1,1,0,0,2,0,1.5,1.5,0.1,1.6,2,1,6,0.71,0,0.71,0.71,0.71,1.03,0.08,1.11,1.03,1.11,Matches
Nico Schlotterbeck,DF,de Germany,24,1999,2,1,120,1.3,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,1,1,1,0,0.75,0.75,0,0.75,0.05,0.28,0.33,0.05,0.33,Matches
Kasper Schmeichel,GK,dk Denmark,37,1986,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Romano Schmid,"FW,MF",at Austria,24,2000,4,2,145,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0.7,0.8,3,5,11,0.62,0,0.62,0.62,0.62,0.08,0.42,0.5,0.08,0.5,Matches
Jerdy Schouten,MF,nl Netherlands,27,1997,6,6,500,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,39,11,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
Ivan Schranz,FW,sk Slovakia,30,1993,4,4,331,3.7,3,0,3,3,0,0,1,0,1,1,0.3,1.3,5,6,16,0.82,0,0.82,0.82,0.82,0.28,0.07,0.35,0.28,0.35,Matches
Taulant Seferi,FW,al Albania,27,1996,2,1,94,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,3,3,0,0,0,0,0,0.02,0.11,0.12,0.02,0.12,Matches
Nicolas Seiwald,MF,at Austria,22,2001,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0.6,0.7,3,23,5,0,0,0,0,0,0.01,0.16,0.17,0.01,0.17,Matches
Nélson Semedo,DF,pt Portugal,30,1993,5,0,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,6,4,17,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
Benjamin Šeško,FW,si Slovenia,20,2003,4,4,358,4,0,0,0,0,0,0,0,0,0.9,0.9,0.1,1,3,7,21,0,0,0,0,0,0.25,0.03,0.28,0.25,0.28,Matches
Petr Ševčík,MF,cz Czechia,29,1994,2,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,3,1,0,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
Stephan El Shaarawy,FW,it Italy,31,1992,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lawrence Shankland,FW,sct Scotland,28,1995,3,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
Mykola Shaparenko,MF,ua Ukraine,25,1998,3,3,220,2.4,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,8,18,5,0.41,0.41,0.82,0.41,0.82,0.09,0.1,0.19,0.09,0.19,Matches
Xherdan Shaqiri,"MF,FW",ch Switzerland,32,1991,2,1,71,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,1,3,4,1.27,0,1.27,1.27,1.27,0.11,0.05,0.16,0.11,0.16,Matches
Luke Shaw,DF,eng England,28,1995,3,1,178,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,7,10,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
Vincent Sierro,MF,ch Switzerland,28,1995,4,0,38,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
António Silva,DF,pt Portugal,20,2003,2,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,10,1,0,0,0,0,0,0.14,0.11,0.25,0.14,0.25,Matches
Bernardo Silva,"FW,MF",pt Portugal,29,1994,4,4,420,4.7,1,0,1,1,0,0,0,0,0.7,0.7,0.6,1.3,15,28,47,0.21,0,0.21,0.21,0.21,0.18,0.16,0.33,0.18,0.33,Matches
Unai Simón,GK,es Spain,26,1997,6,6,570,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Xavi Simons,"MF,FW",nl Netherlands,20,2003,6,5,454,5,1,3,4,1,0,0,2,0,0.6,0.6,1,1.5,20,28,33,0.2,0.59,0.79,0.2,0.79,0.11,0.2,0.31,0.11,0.31,Matches
Michał Skóraś,DF,pl Poland,23,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches
Łukasz Skorupski,GK,pl Poland,32,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Andreas Skov Olsen,"MF,FW",dk Denmark,24,1999,3,1,122,1.4,0,0,0,0,0,0,0,0,0,0,0.4,0.4,4,3,11,0,0,0,0,0,0.02,0.31,0.33,0.02,0.33,Matches
Milan Škriniar,DF,sk Slovakia,28,1995,4,4,390,4.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,21,0,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,Matches
Bartosz Slisz,MF,pl Poland,24,1999,2,1,110,1.2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,5,2,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
Yann Sommer,GK,ch Switzerland,35,1988,5,5,480,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Deian Sorescu,"MF,DF",ro Romania,26,1997,2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
Borna Sosa,DF,hr Croatia,26,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
Tomáš Souček,MF,cz Czechia,28,1995,3,3,270,3,1,0,1,1,0,0,2,0,0.6,0.6,1,1.5,0,11,4,0.33,0,0.33,0.33,0.33,0.19,0.32,0.51,0.19,0.51,Matches
Andraž Šporar,FW,si Slovenia,29,1994,4,4,338,3.8,0,0,0,0,0,0,0,0,1,1,0.8,1.8,3,3,19,0,0,0,0,0,0.26,0.22,0.48,0.26,0.48,Matches
